ID,Official_Code,Name,Type,Category,State,LGA,Ward,Address,Status,Sources
129,"NM MEMORIAL ACADEMY","NANA MAIMUNATU MEMORIAL ACADEMY",senior,private,GOMBE,AKKO,"BURUNDI GOMBE","BURUNDI",active,"FUK(#628)"
130,"SA GUMI ACADEMY KUMO","SHEIK ABUBAKAR GUMI ACADEMY KUMO",senior,private,GOMBE,AKKO,"AKKO","AKKO",active,"FUK(#109); GSU(#109); FCET_GOMBE(#109)"
131,"SR ACADEMY TUMFURE","START RIGHT ACADEMY TUMFURE",senior,private,GOMBE,AKKO,"TUMFURE","ADJESCENT BALOGUN 1 TRANSFORMER BEHIND AYA SHAFA FILLING STATION",active,"FUK(#598)"
132,"VI SCHOOL BURUNDI","VICTORY INTERNATIONAL SCHOOL BURUNDI",senior,private,GOMBE,AKKO,"BARUNDI","BABBAN LAYIN TRASFORMER",active,"FUK(#613)"
133,"AO JESSU PRIMARY SCHOOL JESSU","ARROWS OF JESSU PRIMARY SCHOOL JESSU",primary,private,GOMBE,BALANGA,"JESSU","JESSU TOWN",active,"FCET_GOMBE(#415)"
134,"BC PRIMARY SCHOOL","BAMBAM CENTRAL PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#147); FCET_GOMBE(#147)"
135,"BPS SCHOOL 2","BANGU PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#131); FCET_GOMBE(#131)"
136,"BPS SCHOOL 3","BULLER PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#156); FCET_GOMBE(#156)"
137,"CMPS TALASSE","CENTRAL MODEL PRIMARY SCHOOL TALASSE",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#137); FCET_GOMBE(#137)"
138,"CPS REME","CENTRAL PRIMARY SCHOOL REME",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#161); FCET_GOMBE(#161)"
139,"DPS SCHOOL","DONGOLE PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#159); FCET_GOMBE(#159)"
140,"GP SCHOOL BAMBAM","GADAMAYO PRIMARY SCHOOL BAMBAM",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#146); FCET_GOMBE(#146)"
141,"GY PRIMARY SCHOOL BAMBAM","GALADIMA YIRI PRIMARY SCHOOL BAMBAM",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#158); FCET_GOMBE(#158)"
142,"GPS SCHOOL 2","GILENGITU PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"GILENGITU","GILENGITU,  NEAR NYUWAR",inactive,"GSU(#371); FCET_GOMBE(#371)"
143,"GJSS GURMA","GOVERNMENT JUNIOR SECONDARY SCHOOL GURMA",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#151); FCET_GOMBE(#151)"
144,"JPS SCHOOL","JESSU PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#134); FCET_GOMBE(#134)"
145,"KPS SCHOOL","KORE PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"KORE","KORE, NEAR KULANI",active,"GSU(#369); FCET_GOMBE(#369)"
146,"KPS SCHOOL 2","KULANI PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#133); FCET_GOMBE(#133)"
147,"LP SCHOOL WALA LUNGUDA","LAFIYA PRIMARY SCHOOL WALA LUNGUDA",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#142); FCET_GOMBE(#142)"
148,"LPS SCHOOL 2","LAJANGARA PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#164); FCET_GOMBE(#164)"
149,"PCPS CHAM","PILOT CENTRAL PRIMARY SCHOOL CHAM",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#149); FCET_GOMBE(#149)"
150,"PSCPS GELENGU","PILOT SCIENCE PRIMARY SCHOOL GELENGU",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",inactive,"GSU(#144); FCET_GOMBE(#144)"
151,"PPS SCHOOL","PUTOKI PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"POTUKI","Potuki",active,"GSU(#359); FCET_GOMBE(#359)"
152,"SPS SCHOOL","SWA PRIMARY SCHOOL",primary,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"GSU(#130); FCET_GOMBE(#130)"
153,"TP SCHOOL ALONG CHAM ROAD","TIKSIR PRIMARY SCHOOL ALONG CHAM ROAD",primary,public,GOMBE,BALANGA,"TIKSIR","",active,"FCET_GOMBE(#426)"
154,"CMJSS TALASSE","CENTRAL MODEL JUNIOR SECONDARY SCHOOL TALASSE",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#138); GSU(#138); FCET_GOMBE(#138)"
155,"GDJSS DALA WAJA","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL DALA WAJA",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#155); GSU(#155); FCET_GOMBE(#155)"
156,"GDJSS DONG BALANGA","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL DONG BALANGA",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#136); GSU(#136); FCET_GOMBE(#136)"
157,"GDJSS JESSU","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL JESSU",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",inactive,"GSU(#153); FCET_GOMBE(#153)"
158,"GDJSS JESSU BALANGA","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL JESSU BALANGA",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#135); GSU(#135); FCET_GOMBE(#135)"
159,"GDJSS KORE","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL KORE",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#141); GSU(#141); FCET_GOMBE(#141)"
160,"GDJSS KULANI","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL KULANI",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#132); GSU(#132); FCET_GOMBE(#132)"
161,"GDJSS REME","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL REME",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#160); GSU(#160); FCET_GOMBE(#160)"
162,"GDJSS SWA","GOVERNMENT DAY JUNIOR SECONDARY SCHOOL SWA",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#162); GSU(#162); FCET_GOMBE(#162)"
163,"GDSS GELENGU","GOVERNMENT DAY SECONDARY SCHOOL GELENGU",junior,public,GOMBE,BALANGA,"GELENGU","ALONG BALANGA DAM, BALANGA",active,"FUK(#551)"
164,"G DAYJUNIOR SECONDARY SCHOOL LWEBE CHAM","GOVERNMENT DAYJUNIOR SECONDARY SCHOOL LWEBE CHAM",junior,public,GOMBE,BALANGA,"CHAM","NEAR TASHAR MOTA UNGWAR BARIKI CHAM",active,"FUK(#607)"
165,"GJSS .KWARGE","GOVERNMENT JUNIOR SECONDARY SCHOOL .KWARGE",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#140); GSU(#140); FCET_GOMBE(#140)"
166,"GJSS BALANGA","GOVERNMENT JUNIOR SECONDARY SCHOOL BALANGA",junior,public,GOMBE,BALANGA,"TALESSE","TALESSE",active,"FCET_GOMBE(#420)"
167,"GJSS BANGU","GOVERNMENT JUNIOR SECONDARY SCHOOL BANGU",junior,public,GOMBE,BALANGA,"BANGU","Bangu",active,"FUK(#358); GSU(#358); FCET_GOMBE(#358)"
168,"GJSS BULLER","GOVERNMENT JUNIOR SECONDARY SCHOOL BULLER",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#157); GSU(#157); FCET_GOMBE(#157)"
169,"GJSS CHAM CENTRAL","GOVERNMENT JUNIOR SECONDARY SCHOOL CHAM CENTRAL",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#150); GSU(#150); FCET_GOMBE(#150)"
170,"GJSS GELENGU","GOVERNMENT JUNIOR SECONDARY SCHOOL GELENGU",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#167); GSU(#167); FCET_GOMBE(#167)"
171,"GJSS GILENGITE NYUWAR","GOVERNMENT JUNIOR SECONDARY SCHOOL GILENGITE NYUWAR",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#154); GSU(#154); FCET_GOMBE(#154)"
172,"GJSS KUTARE","GOVERNMENT JUNIOR SECONDARY SCHOOL KUTARE",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#168); GSU(#168); FCET_GOMBE(#168)"
173,"GJSS NYUWAR BALANGA","GOVERNMENT JUNIOR SECONDARY SCHOOL NYUWAR BALANGA",junior,public,GOMBE,BALANGA,"NYUWAR","Nyuwar Balanga",active,"FUK(#382); GSU(#382); FCET_GOMBE(#382)"
174,"GJSS SCHOOL MONA CHAM","GOVERNMENT JUNIOR SECONDARY SCHOOL SCHOOL MONA CHAM",junior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#148); GSU(#148); FCET_GOMBE(#148)"
175,"GJSS YOLDE, CHAM","GOVERNMENT JUNIOR SECONDARY SCHOOL YOLDE, CHAM",junior,public,GOMBE,BALANGA,"YOLDE","YOLDE, CHAM",active,"FUK(#543)"
176,"PG JUNIOR SECONDARY SCHOOL","PUTOKI GOVERNMENT JUNIOR SECONDARY SCHOOL",junior,public,GOMBE,BALANGA,"PUTOKI","PUTOKI,  BALANGA",active,"FUK(#378); GSU(#378); FCET_GOMBE(#378)"
177,"EM ACADEMY TALASSE","ECWA MEMORIAL ACADEMY TALASSE",senior,private,GOMBE,BALANGA,"TALESSE","TALESSE",active,"FUK(#442); GSU(#442)"
178,"GCDSS BAMBAM","GOVERNMENT COMPREHENSIVE DAY SECONDARY SCHOOL BAMBAM",senior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#165); GSU(#165); FCET_GOMBE(#165)"
179,"GCSSS , TALASSE BALANGA","GOVERNMENT COMPREHENSIVE SENIOR SECONDARY SCHOOL, TALASSE BALANGA",senior,public,GOMBE,BALANGA,"TALASSE","TALASSE, BALANGA LGA GOMBE STATE",active,"GSU(#547)"
180,"GDSS GELENGU 2","GOVERNMENT DAY SECONDARY SCHOOL GELENGU",senior,public,GOMBE,BALANGA,"GELENGU","ALONG BALANGA DAM, BALANGA",active,"FUK(#583)"
181,"GDSS LAFIYA WALA LUNGUDA","GOVERNMENT DAY SECONDARY SCHOOL LAFIYA WALA LUNGUDA",senior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#143); GSU(#143); FCET_GOMBE(#143)"
182,"GDSS TELESSE","GOVERNMENT DAY SECONDARY SCHOOL TELESSE",senior,public,GOMBE,BALANGA,"TELESSE","TELESSE",active,"FUK(#439); GSU(#439)"
183,"GGSS CHAM","GOVERNMENT GIRLS SECONDARY SCHOOL CHAM",senior,public,GOMBE,BALANGA,"CHAM","NEAR TASHAR MOTA UNGWAR BARIKI CHAM",active,"FUK(#618)"
184,"GGSSS CHAM, GOMBE","GOVERNMENT GIRLS SENIOR SECONDARY SCHOOL CHAM, GOMBE",senior,public,GOMBE,BALANGA,"CHAM","YOLA ROAD STREET NEAR TIKSIR COMMUNITY, CHAM . BALANGA LGA, GOMBE",active,"GSU(#545)"
185,"GVT CENTRE DADIYA","GOVERNMENT VOCATIONAL TRAINING CENTRE DADIYA",senior,public,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#139); GSU(#139); FCET_GOMBE(#139)"
186,"NAG GELENGU","NICHOLAS ACADEMY GELENGU",senior,private,GOMBE,BALANGA,"BALANGA","BALANGA",active,"FUK(#163); GSU(#163); FCET_GOMBE(#163)"
187,"AP SCHOOL BILLIRI","AMTAWALAM PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#199); FCET_GOMBE(#199)"
188,"AP SCHOOL BILLIRI 2","AYABA PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",inactive,"GSU(#192); FCET_GOMBE(#192)"
189,"CPSPS BILLIRI","CENTRAL PILOT SCIENCE PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#200); FCET_GOMBE(#200)"
190,"ENPS KOMTA BILLIRI","ECWA NURSERY & PRIMARY SCHOOL KOMTA BILLIRI",primary,private,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#185); FCET_GOMBE(#185)"
191,"IP SCHOOL BILLIRI","IBINOLA PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#181); FCET_GOMBE(#181)"
192,"KP SCHOOL BILLIRI","KALKULUM PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#189); FCET_GOMBE(#189)"
193,"KP SCHOOL BILLIRI 2","KALMAI PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#184); FCET_GOMBE(#184)"
194,"KP SCHOOL BILLIRI 3","KATAU PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#204); FCET_GOMBE(#204)"
195,"LP SCHOOL BILLIRI","LADONGOR PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#188); FCET_GOMBE(#188)"
196,"PP SCHOOL BILLIRI","POPIMO PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#186); FCET_GOMBE(#186)"
197,"TP SCHOOL BILLIRI","TAL PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#196); FCET_GOMBE(#196)"
198,"TPS SCHOOL 2","TANGLANG PRIMARY SCHOOL",primary,public,GOMBE,BILLIRI,"TANGLANG","TANGLANG, BILLIRI LGA",active,"GSU(#394); FCET_GOMBE(#394)"
199,"TP SCHOOL BILLIRI 2","TODI PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#194); FCET_GOMBE(#194)"
200,"TP SCHOOL BILLIRI 3","TUDU PRIMARY SCHOOL BILLIRI",primary,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"GSU(#187); FCET_GOMBE(#187)"
201,"AM ACADEMY BAGANJE","ALHERI MODEL ACADEMY BAGANJE",junior,public,GOMBE,BILLIRI,"BAGANJE","BAGANJE",active,"FUK(#608)"
202,"EP PAJAMA","ECWA PAJAMA",junior,private,GOMBE,BILLIRI,"BILLIRI","KENTENGEREN",active,"FUK(#480); GSU(#480)"
203,"GJ SECONDARY SCHOOL DONGOL","GOERNMENT JUNIOR SECONDARY SCHOOL DONGOL",junior,public,GOMBE,BILLIRI,"DONGOL","ALONG BILLIRI ROAD",active,"FUK(#616)"
204,"GJSS AYABA, BILLIRI","GOVERNMENT JUNIOR SECONDARY SCHOOL AYABA, BILLIRI",junior,public,GOMBE,BILLIRI,"AYABA","AYABA BILLIRI",active,"FUK(#365); GSU(#365); FCET_GOMBE(#365)"
205,"GJSS CENTRAL BILLIRI","GOVERNMENT JUNIOR SECONDARY SCHOOL CENTRAL BILLIRI",junior,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"FUK(#201); GSU(#201); FCET_GOMBE(#201)"
206,"GJSS IBINOLA BILLIRI","GOVERNMENT JUNIOR SECONDARY SCHOOL IBINOLA BILLIRI",junior,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"FUK(#193); GSU(#193); FCET_GOMBE(#193)"
207,"GJSS KALKULUM BILLIRI","GOVERNMENT JUNIOR SECONDARY SCHOOL KALKULUM BILLIRI",junior,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"FUK(#191); GSU(#191); FCET_GOMBE(#191)"
208,"GJSS KATAU BILLIRI","GOVERNMENT JUNIOR SECONDARY SCHOOL KATAU BILLIRI",junior,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"FUK(#182); GSU(#182); FCET_GOMBE(#182)"
209,"GJSS KULGUL BILLIRI","GOVERNMENT JUNIOR SECONDARY SCHOOL KULGUL BILLIRI",junior,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"FUK(#198); GSU(#198); FCET_GOMBE(#198)"
210,"GJSS LADONGOR BILLIRI","GOVERNMENT JUNIOR SECONDARY SCHOOL LADONGOR BILLIRI",junior,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"FUK(#190); GSU(#190); FCET_GOMBE(#190)"
211,"GJSS POBAWURE, ALONG AYABA ROAD","GOVERNMENT JUNIOR SECONDARY SCHOOL POBAWURE, ALONG AYABA ROAD",junior,public,GOMBE,BILLIRI,"PABAWURE VILLAGE","AYABA",inactive,"FCET_GOMBE(#417)"
212,"GJSS TAL BILLIRI","GOVERNMENT JUNIOR SECONDARY SCHOOL TAL BILLIRI",junior,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"FUK(#195); GSU(#195); FCET_GOMBE(#195)"
213,"GJSS TODI BILLIRI","GOVERNMENT JUNIOR SECONDARY SCHOOL TODI BILLIRI",junior,public,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"FUK(#197); GSU(#197); FCET_GOMBE(#197)"
214,"GJSS TUDU KWAYA","GOVERNMENT JUNIOR SECONDARY SCHOOL TUDU KWAYA",junior,public,GOMBE,BILLIRI,"TUDU KWAYA","TUDU KWAYA BEHIND AREA COURT",active,"FUK(#600)"
215,"UN ACADEMY BILLIRI","UNITED NATION ACADEMY BILLIRI",junior,private,GOMBE,BILLIRI,"BILLIRI","BILLIRI KALMAI NEAR JUCTION",active,"FUK(#387); GSU(#387); FCET_GOMBE(#387)"
216,"AM ACADEMY BANGANJE","ALHERI MODEL ACADEMY BANGANJE",senior,public,GOMBE,BILLIRI,"BILLIRI","BANGANJE BILLIRI",active,"FUK(#610)"
217,"AS COLLEGE BILLIRI","ALL SAINT COLLEGE BILLIRI",senior,private,GOMBE,BILLIRI,"BILLIRI","OPPOSITE FEDERAL GOVERNMENT COLLAGE BILLIRI",active,"FUK(#606)"
218,"BS AND TECHNICAL COLLEGE TANGLANG, BILLIRI","BABADIDI SCIENCE AND TECHNICAL COLLEGE TANGLANG, BILLIRI",senior,private,GOMBE,BILLIRI,"TANGLANG","ALONG TANGLANG -FILYA ROAD",active,"FUK(#557)"
219,"ECSS","ECWA COMPREHENSIVE SECONDARY SCHOOL",senior,private,GOMBE,BILLIRI,"BILLIRI","BILLIRI,",active,"FUK(#488); GSU(#488)"
220,"ECSS BILLIRI","ECWA COMPREHENSIVE SECONDARY SCHOOL BILLIRI",senior,private,GOMBE,BILLIRI,"BILLIRI","ECWA ONE",active,"FUK(#490); GSU(#490)"
221,"FG COLLEGE BILLIRI","FEDERAL GOVERNMENT COLLEGE BILLIRI",senior,public,GOMBE,BILLIRI,"BILLIRI","BILLIRI",active,"FUK(#564)"
222,"FB BILLIRI","FGC BILLIRI",senior,public,GOMBE,BILLIRI,"BILLIRI","ALONNG GOMBE-YOLA ROAD",active,"FUK(#568)"
223,"GDSS AMTAWALAM BILLIRI","GOVERNMENT DAY SECONDARY SCHOOL AMTAWALAM BILLIRI",senior,public,GOMBE,BILLIRI,"BILLIRI","BILLIRI",active,"FUK(#556)"
224,"GDSS LADONGOR, BILLIRI","GOVERNMENT DAY SECONDARY SCHOOL LADONGOR, BILLIRI",senior,public,GOMBE,BILLIRI,"BILLIRI","BILLIRI, ROAD BEFORE COE BILLIRI",active,"FUK(#529); GSU(#529)"
225,"GDSS POPIMO BAGANJE","GOVERNMENT DAY SECONDARY SCHOOL POPIMO BAGANJE",senior,public,GOMBE,BILLIRI,"BILLIRI","BAGANJE",active,"FUK(#493); GSU(#493)"
226,"GDSS SABON LAYI BANGANJE","GOVERNMENT DAY SECONDARY SCHOOL SABON LAYI BANGANJE",senior,public,GOMBE,BILLIRI,"BANGANJE","BANGANJE BILLIRI",active,"FUK(#574)"
227,"GDSS SABONLAYI BILLIRI","GOVERNMENT DAY SECONDARY SCHOOL SABONLAYI BILLIRI",senior,public,GOMBE,BILLIRI,"BILLIRI","BILLIRI",active,"FUK(#558)"
228,"GDSS TAL","GOVERNMENT DAY SECONDARY SCHOOL TAL",senior,public,GOMBE,BILLIRI,"TAL","TAL",active,"FUK(#601)"
229,"GDSSS IBINOLA","GOVERNMENT DAY SENIOR SECONDARY SCHOOL IBINOLA",senior,public,GOMBE,BILLIRI,"BILLIRI","BILLIRI",active,"FUK(#428); GSU(#428)"
230,"GJSS KALMAI BILLIRI","GOVERNMENT JUNIOR SECONDARY SCHOOL KALMAI BILLIRI",senior,public,GOMBE,BILLIRI,"KALMAI","KALMAI BILLIRI",active,"FUK(#555)"
231,"MA BANGANJE. BILLIRI","MAI-LAWASHI ACADEMY BANGANJE. BILLIRI",senior,private,GOMBE,BILLIRI,"BILLIRI LGA","BILLIRI LGA",active,"FUK(#183); GSU(#183); FCET_GOMBE(#183)"
232,"ML INTERNATIONAL ACADEMY","MORNING LIGHT INTERNATIONAL ACADEMY",senior,private,GOMBE,BILLIRI,"BILLIRI","BILLIRI",active,"FUK(#575)"
233,"SM SECONDARY SCHOOL BILLIRI","SAMBO MEMORIAL SECONDARY SCHOOL BILLIRI",senior,public,GOMBE,BILLIRI,"BILLIRI","BILIIRI",active,"FUK(#582)"
234,"TI SCHOOL BILLIRI","TUNGU INTERNATIONAL SCHOOL BILLIRI",senior,private,GOMBE,BILLIRI,"BILLIRI","BILIIRI",active,"FUK(#591)"
235,"AR MODEL NURSERY & PRIMARY SCHOOL DUKKU","ABDULKADIR RASHID MODEL NURSERY & PRIMARY SCHOOL DUKKU",primary,public,GOMBE,DUKKU,"DUKKU","DUKKU",active,"GSU(#179); FCET_GOMBE(#179)"
236,"DW SCIENCE PRIMARY SCHOOL","DUKKU WEST SCIENCE PRIMARY SCHOOL",primary,public,GOMBE,DUKKU,"DUKKU","DUKKU",active,"GSU(#177); FCET_GOMBE(#177)"
237,"GA PRIMARY SCHOOL","GOMBE ABBA PRIMARY SCHOOL",primary,public,GOMBE,DUKKU,"DUKKU","DUKKU",active,"GSU(#170); FCET_GOMBE(#170)"
238,"NK MODEL PRIMARY SCHOOL DUKKU","NIGERIAN KOREA MODEL PRIMARY SCHOOL DUKKU",primary,public,GOMBE,DUKKU,"DUKKU","DUKKU",active,"GSU(#178); FCET_GOMBE(#178)"
239,"SPS SCHOOL 2","SHABEWA PRIMARY SCHOOL",primary,public,GOMBE,DUKKU,"DUKKU","DUKKU",active,"GSU(#171); FCET_GOMBE(#171)"
240,"WP SCHOOL HASHIDU","WWAILARE PRIMARY SCHOOL HASHIDU",primary,public,GOMBE,DUKKU,"HASHIDU","HASHIDU",active,"FCET_GOMBE(#412)"
241,"GJSS CENTRAL DUKKU","GOVERNMENT JUNIOR SECONDARY SCHOOL CENTRAL DUKKU",junior,public,GOMBE,DUKKU,"DUKKU","CENTRAL MODEL DUKKU",active,"FUK(#366); GSU(#366); FCET_GOMBE(#366)"
242,"GJSS MALALA","GOVERNMENT JUNIOR SECONDARY SCHOOL MALALA",junior,public,GOMBE,DUKKU,"DUKKU","DUKKU",active,"FUK(#175); GSU(#175); FCET_GOMBE(#175)"
243,"GJSS TANGLANG","GOVERNMENT JUNIOR SECONDARY SCHOOL TANGLANG",junior,public,GOMBE,DUKKU,"DUKKU","BILLIRI",active,"FUK(#180); GSU(#180); FCET_GOMBE(#180)"
244,"DC SCIENCE SECONDARY SCHOOL","DUKKU COMMUNITY SCIENCE SECONDARY SCHOOL",senior,public,GOMBE,DUKKU,"DUKKU","DUKKU",active,"FUK(#173); GSU(#173); FCET_GOMBE(#173)"
245,"GCDSS DUKKU","GOVERNMENT COMPREHENSIVE DAY SECONDARY SCHOOL DUKKU",senior,public,GOMBE,DUKKU,"DUKKU","DUKKU",active,"FUK(#174); GSU(#174); FCET_GOMBE(#174)"
246,"GDSS HASHIDU","GOVERNMENT DAY SECONDARY SCHOOL HASHIDU",senior,public,GOMBE,DUKKU,"DUKKU","DUKKU",active,"FUK(#176); GSU(#176); FCET_GOMBE(#176)"
247,"GDSSS GOMBE ABBA","GOVERNMENT DAY SENIOR SECONDARY SCHOOL GOMBE ABBA",senior,public,GOMBE,DUKKU,"GOMBE ABBA","HEAR MARKET SQUARE, GOMBE ABBA",active,"FUK(#594)"
248,"GVTC DUKKU","GOVERNMENT VOCATIONAL TRAINING CENTER DUKKU",senior,public,GOMBE,DUKKU,"DUKKU","DUKKU",active,"FUK(#172); GSU(#172); FCET_GOMBE(#172)"
249,"JD DUKKU","JIBWIS DUKKU",senior,private,GOMBE,DUKKU,"NEAR SHABEWA","SHABEWA DUKKU",active,"FUK(#630)"
250,"C SCEINCE PRIMARY SCHOOL TONGO","CENTRAL SCEINCE PRIMARY SCHOOL TONGO",primary,public,GOMBE,FUNAKAYE,"FUNAKAYE","FUNAKAYE",inactive,"GSU(#208); FCET_GOMBE(#208)"
251,"GJSS ASHAKA","GOVERNMENT JUNIOR SECONDARY SCHOOL ASHAKA",junior,public,GOMBE,FUNAKAYE,"FUNAKAYE","FUNAKAYE",active,"FUK(#206); GSU(#206); FCET_GOMBE(#206)"
252,"GJSS JALINGO ASHAKA","GOVERNMENT JUNIOR SECONDARY SCHOOL JALINGO ASHAKA",junior,public,GOMBE,FUNAKAYE,"FUNAKAYE","FUNAKAYE",active,"FUK(#205); GSU(#205); FCET_GOMBE(#205)"
253,"GJSS RIBADU","GOVERNMENT JUNIOR SECONDARY SCHOOL RIBADU",junior,public,GOMBE,FUNAKAYE,"FUNAKAYE","FUNAKAYE",active,"FUK(#210); GSU(#210); FCET_GOMBE(#210)"
254,"GJSS SANGARU BAJOGA","GOVERNMENT JUNIOR SECONDARY SCHOOL SANGARU BAJOGA",junior,public,GOMBE,FUNAKAYE,"FUNAKAYE","FUNAKAYE",active,"FUK(#211); GSU(#211); FCET_GOMBE(#211)"
255,"GMJSS BAJOGA","GOVERNMENT MODEL JUNIOR SECONDARY SCHOOL BAJOGA",junior,public,GOMBE,FUNAKAYE,"FUNAKAYE","FUNAKAYE",active,"FUK(#212); GSU(#212); FCET_GOMBE(#212)"
256,"GCDSS BAJOGA","GOVERNMENT COMPREHENSIVE DAY SECONDARY SCHOOL BAJOGA",senior,public,GOMBE,FUNAKAYE,"BAJOGA","NEAR EMIR'S PALACE",active,"FUK(#470); GSU(#470)"
257,"GCDSS WAWA","GOVERNMENT COMPREHENSIVE DAY SECONDARY SCHOOL WAWA",senior,public,GOMBE,FUNAKAYE,"FUNAKAYE","FUNAKAYE",active,"FUK(#207); GSU(#207); FCET_GOMBE(#207)"
258,"GDSS","GOVERNMENT DAY SECONDARY SCHOOL",senior,public,GOMBE,FUNAKAYE,"BAJOGA","BAJOGA SOUTH",active,"FUK(#412); GSU(#412)"
